referentiel,tgv_ref,cible_ref,cible_intitule,relation,justification
soc2-type2,P01.01,P1.1,"The entity provides notice to data subjects about its privacy practices to meet the entity’s objectives related to privacy. The notice is updated and communicated to data subjects in a timely manner for changes to the entity’s privacy practices, including changes in the use of personal information, to meet the entity’s objectives related to privacy.",tgv_plus_etroit,La politique de protection des RP documentée constitue le socle de l'avis sur les pratiques de vie privée exigé par P1.1; preuve : politique PRP approuvée.
soc2-type2,P01.02,CC5.3,COSO Principle 12,tgv_plus_etroit,"Encadrement de la PRP par politiques/directives/procédures = déploiement de contrôles par des politiques et procédures (CC5.3), version privacy."
soc2-type2,P01.03,P1.1,"The entity provides notice to data subjects about its privacy practices to meet the entity’s objectives related to privacy. The notice is updated and communicated to data subjects in a timely manner for changes to the entity’s privacy practices, including changes in the use of personal information, to meet the entity’s objectives related to privacy.",tgv_plus_etroit,Politique de confidentialité facilement consultable par l'utilisateur = mise à disposition/communication de l'avis de vie privée (P1.1).
soc2-type2,P01.04,P1.1,"The entity provides notice to data subjects about its privacy practices to meet the entity’s objectives related to privacy. The notice is updated and communicated to data subjects in a timely manner for changes to the entity’s privacy practices, including changes in the use of personal information, to meet the entity’s objectives related to privacy.",tgv_plus_etroit,Publication d'information détaillée et en termes clairs sur les pratiques de gouvernance des RP = avis de vie privée communiqué (P1.1).
soc2-type2,P01.05,P1.1,"The entity provides notice to data subjects about its privacy practices to meet the entity’s objectives related to privacy. The notice is updated and communicated to data subjects in a timely manner for changes to the entity’s privacy practices, including changes in the use of personal information, to meet the entity’s objectives related to privacy.",tgv_plus_etroit,Politiques détaillant les RP collectés/conservés/communiqués/détruits = contenu de l'avis de vie privée (P1.1).
soc2-type2,P02.01,CC1.3,COSO Principle 3,tgv_plus_etroit,Désignation d'un responsable PRP chargé de la mise en oeuvre = attribution d'autorités et responsabilités par la direction (CC1.3).
soc2-type2,P02.02,CC1.3,COSO Principle 3,tgv_plus_etroit,Appui du responsable PRP par des ressources humaines/techniques/financières = engagement de ressources et délégation d'autorité (CC1.3).
soc2-type2,P02.03,CC1.3,COSO Principle 3,recoupement_partiel,"Implication du responsable PRP dans le projet de développement = exercice des responsabilités définies, avec chevauchement partiel du périmètre de CC1.3."
soc2-type2,P03.01,CC3.2,COSO Principle 7,recoupement_partiel,"Activités de projet assurant le respect des principes de vie privée = intersection avec l'identification/analyse des risques (CC3.2), sans équivalence complète."
soc2-type2,P03.02,CC3.2,COSO Principle 7,tgv_plus_etroit,Identification et analyse des risques d'atteinte à la vie privée dès le début du projet = sous-ensemble de l'identification/analyse des risques (CC3.2).
soc2-type2,P04.01,CC3.2,COSO Principle 7,tgv_plus_etroit,"Mécanisme d'ÉFVP lorsque la Loi l'exige = évaluation ciblée des risques vie privée, sous-ensemble de l'analyse des risques (CC3.2)."
soc2-type2,P04.02,CC3.2,COSO Principle 7,tgv_plus_etroit,Complétude de l'ÉFVP selon les éléments exigés par la CAI = qualité/exhaustivité de l'analyse de risque vie privée (CC3.2).
soc2-type2,P05.01,CC2.2,COSO Principle 14,tgv_plus_etroit,"Sensibilisation du personnel à la vie privée = communication interne visant à améliorer la connaissance et les comportements (CC2.2, volet privacy)."
soc2-type2,P05.02,CC2.3,COSO Principle 15,tgv_plus_etroit,Information de l'acquéreur et des utilisateurs sur l'usage autorisé et les mesures de sécurité = communication aux parties externes de leurs responsabilités (CC2.3).
soc2-type2,P06.01,P1.1,"The entity provides notice to data subjects about its privacy practices to meet the entity’s objectives related to privacy. The notice is updated and communicated to data subjects in a timely manner for changes to the entity’s privacy practices, including changes in the use of personal information, to meet the entity’s objectives related to privacy.",tgv_plus_etroit,Information de l'utilisateur sur la finalité de collecte et d'usage des RP = avis sur les pratiques de vie privée (P1.1).
soc2-type2,P06.02,P3.2,"For information requiring explicit consent, the entity communicates the need for such consent, as well as the consequences of a failure to provide consent for the request for personal information, and obtains the consent prior to the collection of the information to meet the entity’s objectives related to privacy.",tgv_plus_etroit,"Obtention/vérification du consentement avec information sur motifs, usage, tiers, rétractation = consentement explicite communiqué et obtenu avant collecte (P3.2)."
soc2-type2,P06.03,P3.2,"For information requiring explicit consent, the entity communicates the need for such consent, as well as the consequences of a failure to provide consent for the request for personal information, and obtains the consent prior to the collection of the information to meet the entity’s objectives related to privacy.",tgv_plus_etroit,Mécanisme de recueil et de consignation du consentement à la collecte = obtention et preuve du consentement explicite avant collecte (P3.2).
soc2-type2,P06.04,P3.2,"For information requiring explicit consent, the entity communicates the need for such consent, as well as the consequences of a failure to provide consent for the request for personal information, and obtains the consent prior to the collection of the information to meet the entity’s objectives related to privacy.",tgv_plus_etroit,Consignation de l'attestation de consentement pour COLLECTER les RP = enregistrement du consentement de collecte (P3.2).
soc2-type2,P06.05,P6.1,"The entity discloses personal information to third parties with the explicit consent of data subjects, and such consent is obtained prior to disclosure to meet the entity’s objectives related to privacy.",tgv_plus_etroit,Recueil/consignation du consentement à la COMMUNICATION des RP = consentement explicite préalable à la divulgation à des tiers (P6.1).
soc2-type2,P06.06,P6.1,"The entity discloses personal information to third parties with the explicit consent of data subjects, and such consent is obtained prior to disclosure to meet the entity’s objectives related to privacy.",tgv_plus_etroit,Confirmation formelle d'un transfert spécifique de RP (DSQ) = consentement/autorisation préalable à la divulgation (P6.1).
soc2-type2,P06.07,P2.1,"The entity communicates choices available regarding the collection, use, retention, disclosure, and disposal of personal information to the data subjects and the consequences, if any, of each choice. Explicit consent for the collection, use, retention, disclosure, and disposal of personal information is obtained from data subjects or other authorized persons, if required. Such consent is obtained only for the intended purpose of the information to meet the entity’s objectives related to privacy. The entity’s basis for determining implicit consent for the collection, use, retention, disclosure, and disposal of personal information is documented.",tgv_plus_etroit,"Gestion détaillée du consentement (paramètres d'acceptation, préférences) = communication des choix et recueil du consentement granulaire (P2.1)."
soc2-type2,P06.08,P3.1,Personal information is collected consistent with the entity’s objectives related to privacy.,recoupement_partiel,"Connaissance de la provenance des RP et déclaration lors de collecte indirecte = collecte conforme aux objectifs de vie privée (P3.1), chevauchement partiel."
soc2-type2,P06.09,P2.1,"The entity communicates choices available regarding the collection, use, retention, disclosure, and disposal of personal information to the data subjects and the consequences, if any, of each choice. Explicit consent for the collection, use, retention, disclosure, and disposal of personal information is obtained from data subjects or other authorized persons, if required. Such consent is obtained only for the intended purpose of the information to meet the entity’s objectives related to privacy. The entity’s basis for determining implicit consent for the collection, use, retention, disclosure, and disposal of personal information is documented.",recoupement_partiel,"Consignation de l'acceptation des conditions d'utilisation = enregistrement d'un choix/consentement (P2.1), périmètre partiellement distinct (CGU)."
soc2-type2,P06.10,P6.1,"The entity discloses personal information to third parties with the explicit consent of data subjects, and such consent is obtained prior to disclosure to meet the entity’s objectives related to privacy.",recoupement_partiel,"Encadrement de la communication de RP sans consentement = contrôle des divulgations (P6.1) dans les cas prévus par la Loi, chevauchement partiel."
soc2-type2,P06.11,P3.2,"For information requiring explicit consent, the entity communicates the need for such consent, as well as the consequences of a failure to provide consent for the request for personal information, and obtains the consent prior to the collection of the information to meet the entity’s objectives related to privacy.",tgv_plus_etroit,Processus de consentement parental pour les mineurs de moins de 14 ans = consentement obtenu d'une personne autorisée avant collecte (P3.2).
soc2-type2,P06.12,P6.1,"The entity discloses personal information to third parties with the explicit consent of data subjects, and such consent is obtained prior to disclosure to meet the entity’s objectives related to privacy.",tgv_plus_etroit,Consignation de l'attestation de consentement pour COMMUNIQUER les RP = preuve de consentement préalable à la divulgation (P6.1).
soc2-type2,P07.01,P6.4,"The entity obtains privacy commitments from vendors and other third parties who have access to personal information to meet the entity’s objectives related to privacy. The entity assesses those parties’ compliance on a periodic and as-needed basis and takes corrective action, if necessary.",tgv_plus_etroit,Assurance que les partenaires respectent les exigences PRP = obtention d'engagements de vie privée des tiers et évaluation de conformité (P6.4).
soc2-type2,P07.02,P1.1,"The entity provides notice to data subjects about its privacy practices to meet the entity’s objectives related to privacy. The notice is updated and communicated to data subjects in a timely manner for changes to the entity’s privacy practices, including changes in the use of personal information, to meet the entity’s objectives related to privacy.",recoupement_partiel,"Information des utilisateurs sur l'identité des parties prenantes = transparence de l'avis de vie privée (P1.1), chevauchement partiel."
soc2-type2,P08.01,P3.1,Personal information is collected consistent with the entity’s objectives related to privacy.,recoupement_partiel,"Collecte d'identifiants généraux (NAS/NAM) fondée sur des dispositions légales avec information = collecte conforme aux objectifs (P3.1), chevauchement partiel."
soc2-type2,P08.02,P1.1,"The entity provides notice to data subjects about its privacy practices to meet the entity’s objectives related to privacy. The notice is updated and communicated to data subjects in a timely manner for changes to the entity’s privacy practices, including changes in the use of personal information, to meet the entity’s objectives related to privacy.",tgv_plus_etroit,Information préalable à la collecte directe auprès du patient sur l'usage des RP = avis préalable à la collecte (P1.1).
soc2-type2,P08.03,P3.1,Personal information is collected consistent with the entity’s objectives related to privacy.,recoupement_partiel,"Connaissance de la provenance et confirmation d'autorisation en collecte indirecte = collecte conforme aux objectifs (P3.1), chevauchement partiel."
soc2-type2,P08.04,P3.2,"For information requiring explicit consent, the entity communicates the need for such consent, as well as the consequences of a failure to provide consent for the request for personal information, and obtains the consent prior to the collection of the information to meet the entity’s objectives related to privacy.",tgv_plus_etroit,"Information et consentement pour la collecte automatisée (témoins, localisation) = consentement explicite préalable à la collecte (P3.2)."
soc2-type2,P08.05,P4.2,The entity retains personal information consistent with the entity’s objectives related to privacy.,recoupement_partiel,"Connaissance de la date de collecte des RP = donnée de gestion soutenant la conservation (P4.2), chevauchement partiel."
soc2-type2,P08.06,C1.1,The entity identifies and maintains confidential information to meet the entity’s objectives related to confidentiality.,recoupement_partiel,"Traçabilité et marquage spécifique des RP du DSQ tout au long du cycle de vie = identification/maintien de l'information confidentielle (C1.1), chevauchement partiel."
soc2-type2,P08.07,P6.2,"The entity creates and retains a complete, accurate, and timely record of authorized disclosures of personal information to meet the entity’s objectives related to privacy.",tgv_plus_etroit,Traçabilité de toute communication de RP entrante/sortante = tenue d'un registre exact des divulgations autorisées (P6.2).
soc2-type2,P08.09,P1.1,"The entity provides notice to data subjects about its privacy practices to meet the entity’s objectives related to privacy. The notice is updated and communicated to data subjects in a timely manner for changes to the entity’s privacy practices, including changes in the use of personal information, to meet the entity’s objectives related to privacy.",tgv_plus_etroit,Information de l'utilisateur sur la durée de conservation au moment de la collecte = élément de l'avis de vie privée (P1.1).
soc2-type2,P09.01,CC6.3,"The entity authorizes, modifies, or removes access to data, software, functions, and other protected information assets based on roles, responsibilities, or the system design and changes, giving consideration to the concepts of least privilege and segregation of duties, to meet the entity’s objectives.",tgv_plus_etroit,Gestion des accès aux RP par profils selon le moindre privilège = accès base sur les rôles et moindre privilège (CC6.3).
soc2-type2,P09.02,CC6.1,"The entity implements logical access security software, infrastructure, and architectures over protected information assets to protect them from security events to meet the entity's objectives.",tgv_plus_etroit,Mécanismes d'authentification des utilisateurs proportionnels à la sensibilité = sécurité d'accès logique (CC6.1).
soc2-type2,P09.03,CC6.3,"The entity authorizes, modifies, or removes access to data, software, functions, and other protected information assets based on roles, responsibilities, or the system design and changes, giving consideration to the concepts of least privilege and segregation of duties, to meet the entity’s objectives.",tgv_plus_etroit,Accès aux RP répondant au principe de nécessité (besoin de connaître) = moindre privilège selon les rôles (CC6.3).
soc2-type2,P09.04,CC7.2,"The entity monitors system components and the operation of those components for anomalies that are indicative of malicious acts, natural disasters, and errors affecting the entity's ability to meet its objectives; anomalies are analyzed to determine whether they represent security events.",tgv_plus_etroit,Journalisation de l'ensemble des accès aux RP = surveillance/enregistrement de l'activité du système (CC7.2).
soc2-type2,P09.05,CC6.3,"The entity authorizes, modifies, or removes access to data, software, functions, and other protected information assets based on roles, responsibilities, or the system design and changes, giving consideration to the concepts of least privilege and segregation of duties, to meet the entity’s objectives.",recoupement_partiel,"Lien entre RP, type d'accès, tâches et profils = accès base sur les rôles/responsabilités (CC6.3), chevauchement partiel avec la journalisation."
soc2-type2,P09.06,CC7.2,"The entity monitors system components and the operation of those components for anomalies that are indicative of malicious acts, natural disasters, and errors affecting the entity's ability to meet its objectives; anomalies are analyzed to determine whether they represent security events.",tgv_plus_etroit,Journalisation des accès exploitable par des outils de gestion = surveillance et analyse des journaux (CC7.2).
soc2-type2,P09.07,CC6.1,"The entity implements logical access security software, infrastructure, and architectures over protected information assets to protect them from security events to meet the entity's objectives.",tgv_plus_etroit,Restriction des accès aux RP selon le moment (plage horaire) = mesure de sécurité d'accès logique (CC6.1).
soc2-type2,P09.08,CC6.3,"The entity authorizes, modifies, or removes access to data, software, functions, and other protected information assets based on roles, responsibilities, or the system design and changes, giving consideration to the concepts of least privilege and segregation of duties, to meet the entity’s objectives.",tgv_plus_etroit,Contrôle renforcé des accès à privilèges élevés = gestion du moindre privilège pour comptes à privilèges (CC6.3).
soc2-type2,P09.09,P7.1,"The entity collects and maintains accurate, up-to-date, complete, and relevant personal information to meet the entity’s objectives related to privacy.",recoupement_partiel,"Mise à jour des RP par personnes autorisées avec circonstances/origine = maintien de RP exacts et à jour (P7.1), chevauchement partiel."
soc2-type2,P09.10,P2.1,"The entity communicates choices available regarding the collection, use, retention, disclosure, and disposal of personal information to the data subjects and the consequences, if any, of each choice. Explicit consent for the collection, use, retention, disclosure, and disposal of personal information is obtained from data subjects or other authorized persons, if required. Such consent is obtained only for the intended purpose of the information to meet the entity’s objectives related to privacy. The entity’s basis for determining implicit consent for the collection, use, retention, disclosure, and disposal of personal information is documented.",recoupement_partiel,"Possibilité pour la personne de demander une restriction d'accès (types, groupes, durée) = expression d'un choix sur l'accès/divulgation (P2.1), chevauchement partiel."
soc2-type2,P09.11,CC6.3,"The entity authorizes, modifies, or removes access to data, software, functions, and other protected information assets based on roles, responsibilities, or the system design and changes, giving consideration to the concepts of least privilege and segregation of duties, to meet the entity’s objectives.",recoupement_partiel,"Vérification qu'un demandeur fait partie des personnes restreintes durant la période = application de restrictions d'accès (CC6.3), chevauchement partiel."
soc2-type2,P09.12,P5.1,"The entity grants identified and authenticated data subjects the ability to access their stored personal information for review and, upon request, provides physical or electronic copies of that information to data subjects to meet the entity’s objectives related to privacy. If access is denied, data subjects are informed of the denial and reason for such denial, as required, to meet the entity’s objectives related to privacy.",tgv_plus_etroit,Refus momentané d'accès au patient avec motifs documentés = refus d'accès motivé et communiqué à la personne (P5.1).
soc2-type2,P10.01,CC1.3,COSO Principle 3,tgv_plus_etroit,Rôles et responsabilités du personnel pour la PRP tout au long du cycle de vie = attribution d'autorités et responsabilités (CC1.3).
soc2-type2,P10.02,P4.2,The entity retains personal information consistent with the entity’s objectives related to privacy.,tgv_plus_etroit,Durée de conservation de chaque RP déterminée et justifiée = conservation des RP conforme aux objectifs (P4.2).
soc2-type2,P10.03,CC6.1,"The entity implements logical access security software, infrastructure, and architectures over protected information assets to protect them from security events to meet the entity's objectives.",recoupement_partiel,"Mesures de sécurité appropriées pour protéger les RP durant tout le cycle de vie = protection par sécurité d'accès logique (CC6.1), périmètre plus large."
soc2-type2,P10.04,CC7.2,"The entity monitors system components and the operation of those components for anomalies that are indicative of malicious acts, natural disasters, and errors affecting the entity's ability to meet its objectives; anomalies are analyzed to determine whether they represent security events.",tgv_plus_etroit,Journalisation de toute activité relative à chaque RP durant le cycle de vie = surveillance/enregistrement de l'activité (CC7.2).
soc2-type2,P10.05,C1.1,The entity identifies and maintains confidential information to meet the entity’s objectives related to confidentiality.,recoupement_partiel,"Protection adéquate des RP lors de l'archivage = maintien/protection de l'information confidentielle durant la rétention (C1.1), chevauchement partiel."
soc2-type2,P10.06,P4.3,The entity securely disposes of personal information to meet the entity’s objectives related to privacy.,tgv_plus_etroit,Destruction des RP à l'atteinte de la finalité de collecte = élimination sécurisée des RP (P4.3).
soc2-type2,P10.07,P4.3,The entity securely disposes of personal information to meet the entity’s objectives related to privacy.,recoupement_partiel,"Anonymisation des RP pour usage légitime = forme d'élimination/de-identification (P4.3), chevauchement partiel."
soc2-type2,P10.08,P4.3,The entity securely disposes of personal information to meet the entity’s objectives related to privacy.,tgv_plus_etroit,Destruction irréversible incluant toutes les copies = élimination sécurisée complète des RP (P4.3).
soc2-type2,P10.09,P4.3,The entity securely disposes of personal information to meet the entity’s objectives related to privacy.,recoupement_partiel,"Droit à la cessation de diffusion/désindexation (droit à l'oubli) = effacement/limitation de la disponibilité (P4.3), chevauchement partiel."
soc2-type2,P10.10,P6.1,"The entity discloses personal information to third parties with the explicit consent of data subjects, and such consent is obtained prior to disclosure to meet the entity’s objectives related to privacy.",recoupement_partiel,"Règles de communication des RP facilitant le processus de deuil = contrôle des divulgations (P6.1) dans un cas particulier, chevauchement partiel."
soc2-type2,P11.01,P3.1,Personal information is collected consistent with the entity’s objectives related to privacy.,recoupement_partiel,"Basés légales légitimant la collecte identifiées et respectées au déploiement = collecte conforme aux objectifs (P3.1), chevauchement partiel (conformité légale)."
soc2-type2,P11.02,P4.1,The entity limits the use of personal information to the purposes identified in the entity’s objectives related to privacy.,tgv_plus_etroit,Chaque RP destiné à un usage déterminé relié aux fonctionnalités = limitation de l'usage aux finalités (P4.1).
soc2-type2,P11.03,P4.1,The entity limits the use of personal information to the purposes identified in the entity’s objectives related to privacy.,recoupement_partiel,"Réduction au minimum des RP utilisés et des destinataires = limitation de l'usage (P4.1), avec composante de minimisation."
soc2-type2,P11.04,P4.1,The entity limits the use of personal information to the purposes identified in the entity’s objectives related to privacy.,recoupement_partiel,"Présentation de l'identité des personnes uniquement lorsque nécessaire = limitation de l'usage à la finalité (P4.1), chevauchement partiel."
soc2-type2,P11.05,P4.1,The entity limits the use of personal information to the purposes identified in the entity’s objectives related to privacy.,tgv_plus_etroit,Chaque RP utilisé pour une finalité autorisée = limitation de l'usage aux finalités prévues (P4.1).
soc2-type2,P11.06,P3.1,Personal information is collected consistent with the entity’s objectives related to privacy.,tgv_plus_etroit,RP recueillis strictement nécessaires = minimisation de la collecte conforme aux objectifs (P3.1).
soc2-type2,P11.07,P4.1,The entity limits the use of personal information to the purposes identified in the entity’s objectives related to privacy.,tgv_plus_etroit,Chaque fichier de RP créé/maintenu pour une finalité autorisée = limitation de l'usage aux finalités (P4.1).
soc2-type2,P11.08,CC6.7,"The entity restricts the transmission, movement, and removal of information to authorized internal and external users and processes, and protects it during transmission, movement, or removal to meet the entity’s objectives.",tgv_plus_etroit,Extraction/communication des RP contrôlée avec mesures de confidentialité = restriction et protection des transferts d'information (CC6.7).
soc2-type2,P11.10,CC7.2,"The entity monitors system components and the operation of those components for anomalies that are indicative of malicious acts, natural disasters, and errors affecting the entity's ability to meet its objectives; anomalies are analyzed to determine whether they represent security events.",tgv_plus_etroit,Savoir quand et par qui chaque RP a été utilisé = piste d'audit/surveillance de l'activité (CC7.2).
soc2-type2,P11.11,P5.1,"The entity grants identified and authenticated data subjects the ability to access their stored personal information for review and, upon request, provides physical or electronic copies of that information to data subjects to meet the entity’s objectives related to privacy. If access is denied, data subjects are informed of the denial and reason for such denial, as required, to meet the entity’s objectives related to privacy.",tgv_plus_etroit,Accès facile de l'utilisateur à tous les renseignements le concernant pour consultation = droit d'accès de la personne (P5.1).
soc2-type2,P11.12,P5.2,"The entity corrects, amends, or appends personal information based on information provided by data subjects and communicates such information to third parties, as committed or required, to meet the entity’s objectives related to privacy. If a request for correction is denied, data subjects are informed of the denial and reason for such denial to meet the entity’s objectives related to privacy.",tgv_plus_etroit,Réponse aux demandes de consultation/correction des RP = correction/rectification à la demande de la personne (P5.2).
soc2-type2,P11.13,P5.2,"The entity corrects, amends, or appends personal information based on information provided by data subjects and communicates such information to third parties, as committed or required, to meet the entity’s objectives related to privacy. If a request for correction is denied, data subjects are informed of the denial and reason for such denial to meet the entity’s objectives related to privacy.",tgv_plus_etroit,Propagation des RP mis à jour/rectifiés = correction communiquée aux tiers concernés (P5.2).
soc2-type2,P11.14,P4.1,The entity limits the use of personal information to the purposes identified in the entity’s objectives related to privacy.,tgv_plus_etroit,Interdiction de l'utilisation secondaire hors cas prévus par la Loi = limitation de l'usage aux finalités autorisées (P4.1).
soc2-type2,P11.15,P4.1,The entity limits the use of personal information to the purposes identified in the entity’s objectives related to privacy.,recoupement_partiel,"Chaque panorama ne comporte que les RP strictement nécessaires à la tache = limitation de l'usage/minimisation à l'affichage (P4.1), chevauchement partiel."
soc2-type2,P11.16,P7.1,"The entity collects and maintains accurate, up-to-date, complete, and relevant personal information to meet the entity’s objectives related to privacy.",tgv_plus_etroit,"Information de l'utilisateur sur la nécessité de mettre à jour les RP = maintien de RP exacts, à jour et pertinents (P7.1)."
soc2-type2,P11.17,P7.1,"The entity collects and maintains accurate, up-to-date, complete, and relevant personal information to meet the entity’s objectives related to privacy.",recoupement_partiel,"Prise en compte des duplicatas/répliques lors des mises à jour = maintien de l'exactitude sur toutes les copies (P7.1), chevauchement partiel."
soc2-type2,P11.18,C1.1,The entity identifies and maintains confidential information to meet the entity’s objectives related to confidentiality.,recoupement_partiel,"Hébergement des RP assurant la protection exigée par la loi du Québec = maintien/protection de l'information confidentielle (C1.1), chevauchement partiel."
soc2-type2,P11.19,P4.1,The entity limits the use of personal information to the purposes identified in the entity’s objectives related to privacy.,tgv_plus_etroit,Aucun RP utilisé pour l'apprentissage/développement hors cas prévus = limitation de l'usage aux finalités autorisées (P4.1).
soc2-type2,P12.01,CC7.4,"The entity responds to identified security incidents by executing a defined incident response program to understand, contain, remediate, and communicate security incidents, as appropriate.",tgv_plus_etroit,"Définition d'un incident de confidentialité et procédure de traitement = programme de réponse aux incidents (CC7.4), version confidentialité."
soc2-type2,P12.02,P6.6,"The entity provides notification of breaches and incidents to affected data subjects, regulators, and others to meet the entity’s objectives related to privacy.",tgv_plus_etroit,Procédures de notification interne et externe en cas d'incident de confidentialité = notification des atteintes aux personnes/régulateurs (P6.6).
soc2-type2,P12.03,CC7.3,"The entity evaluates security events to determine whether they could or have resulted in a failure of the entity to meet its objectives (security incidents) and, if so, takes actions to prevent or address such failures.",tgv_plus_etroit,Mesures pour prévenir ou limiter les conséquences d'un incident = évaluation des événements et actions pour prévenir les défaillances (CC7.3).
soc2-type2,P12.04,CC7.4,"The entity responds to identified security incidents by executing a defined incident response program to understand, contain, remediate, and communicate security incidents, as appropriate.",tgv_plus_etroit,"Mesures pour réduire le préjudice et éviter la récurrence des incidents = confinement, remédiation et suivi (CC7.4)."
soc2-type2,P12.05,CC7.4,"The entity responds to identified security incidents by executing a defined incident response program to understand, contain, remediate, and communicate security incidents, as appropriate.",tgv_plus_etroit,Plan de réponse aux incidents et directives au personnel = programme structuré de réponse aux incidents (CC7.4).
soc2-type2,P12.06,P6.3,"The entity creates and retains a complete, accurate, and timely record of detected or reported unauthorized disclosures (including breaches) of personal information to meet the entity’s objectives related to privacy.",tgv_plus_etroit,"P12.06 exige la tenue d'un REGISTRE des incidents de confidentialité (dont une copie est transmise sur demande). Cela constitue un sous-ensemble de la tenue d'un registre complet, exact et à jour des atteintes détectées ou déclarées aux RP (P6.3) — obligation distincte de l'avis à la CAI/Commission/personne concernée (déjà mappé à P6.6); preuve : registre des incidents."
soc2-type2,P12.06,P6.6,"The entity provides notification of breaches and incidents to affected data subjects, regulators, and others to meet the entity’s objectives related to privacy.",tgv_plus_etroit,"Avis à la Commission (CAI), au Bureau et à la personne concernée si préjudice sérieux, registre des incidents = notification des atteintes (P6.6)."
soc2-type2,P13.01,CC6.1,"The entity implements logical access security software, infrastructure, and architectures over protected information assets to protect them from security events to meet the entity's objectives.",tgv_plus_etroit,Cloisonnement des fichiers en environnement multi-clients = séparation logique des données par la sécurité d'accès (CC6.1).
soc2-type2,P13.02,CC6.1,"The entity implements logical access security software, infrastructure, and architectures over protected information assets to protect them from security events to meet the entity's objectives.",recoupement_partiel,"Cloisonnement des fichiers à finalités distinctes dans un entrepôt = séparation logique (CC6.1), chevauchement partiel avec la limitation de finalité."
soc2-type2,P14.01,C1.1,The entity identifies and maintains confidential information to meet the entity’s objectives related to confidentiality.,tgv_plus_etroit,"Inventaire complet des RP détenus (lieux, types) = identification et maintien de l'information confidentielle (C1.1)."
soc2-type2,P14.02,C1.1,The entity identifies and maintains confidential information to meet the entity’s objectives related to confidentiality.,tgv_plus_etroit,Inventaire à jour des RP recueillis/utilisés incluant la journalisation = maintien de l'inventaire de l'information confidentielle (C1.1).
soc2-type2,P14.03,CC6.7,"The entity restricts the transmission, movement, and removal of information to authorized internal and external users and processes, and protects it during transmission, movement, or removal to meet the entity’s objectives.",tgv_plus_etroit,Contrôle de l'accès et du transfert des RP selon les politiques = restriction et protection des transferts (CC6.7).
soc2-type2,P14.04,P6.1,"The entity discloses personal information to third parties with the explicit consent of data subjects, and such consent is obtained prior to disclosure to meet the entity’s objectives related to privacy.",tgv_plus_etroit,Processus de transfert de RP à des tiers = divulgation contrôlée aux tiers (P6.1).
soc2-type2,P14.05,CC7.3,"The entity evaluates security events to determine whether they could or have resulted in a failure of the entity to meet its objectives (security incidents) and, if so, takes actions to prevent or address such failures.",recoupement_partiel,"Capacité d'identifier rapidement les données en cause lors d'un incident = évaluation de la portée des événements de sécurité (CC7.3), chevauchement partiel."
soc2-type2,P15.01,P4.2,The entity retains personal information consistent with the entity’s objectives related to privacy.,tgv_plus_etroit,Politique de conservation et destruction des données personnelles documentée = conservation des RP conforme aux objectifs (P4.2).
soc2-type2,P15.01,P4.3,The entity securely disposes of personal information to meet the entity’s objectives related to privacy.,recoupement_partiel,"P15.01 documente une politique de CONSERVATION ET DE DESTRUCTION des données personnelles. Le volet destruction croise l'élimination sécurisée des RP (P4.3), tandis que le volet conservation relève de P4.2 (déjà mappé); chevauchement partiel -> intersect; preuve : politique de conservation/destruction approuvée."
soc2-type2,P15.02,CC5.2,COSO Principle 11,recoupement_partiel,"Sélection par une personne qualifiée d'outils de gestion des données adaptés = contrôles généraux sur la technologie (CC5.2), chevauchement partiel."
soc2-type2,P15.03,P4.2,The entity retains personal information consistent with the entity’s objectives related to privacy.,tgv_plus_etroit,Calendrier de conservation conforme à la politique et aux types de données = conservation des RP conforme aux objectifs (P4.2).
soc2-type2,P15.04,CC3.4,COSO Principle 9,tgv_plus_etroit,Révision régulière de la politique de données selon les changements législatifs = évaluation des changements (réglementaires) impactant les contrôles (CC3.4).
soc2-type2,P16.01,P8.1,"The entity implements a process for receiving, addressing, resolving, and communicating the resolution of inquiries, complaints, and disputes from data subjects and others and periodically monitors compliance to meet the entity’s objectives related to privacy. Corrections and other necessary actions related to identified deficiencies are made or taken in a timely manner.",tgv_plus_etroit,Stratégie de traitement des plaintes PRP = processus de réception/traitement/résolution des plaintes (P8.1).
soc2-type2,P16.02,P8.1,"The entity implements a process for receiving, addressing, resolving, and communicating the resolution of inquiries, complaints, and disputes from data subjects and others and periodically monitors compliance to meet the entity’s objectives related to privacy. Corrections and other necessary actions related to identified deficiencies are made or taken in a timely manner.",tgv_plus_etroit,Personnes désignées et formées pour répondre aux plaintes PRP = ressources du processus de traitement des plaintes (P8.1).
soc2-type2,P16.03,P5.1,"The entity grants identified and authenticated data subjects the ability to access their stored personal information for review and, upon request, provides physical or electronic copies of that information to data subjects to meet the entity’s objectives related to privacy. If access is denied, data subjects are informed of the denial and reason for such denial, as required, to meet the entity’s objectives related to privacy.",recoupement_partiel,"Authentification adéquate des demandeurs dans le traitement des requêtes = personnes identifiées et authentifiées (P5.1), chevauchement partiel."
soc2-type2,P16.04,P8.1,"The entity implements a process for receiving, addressing, resolving, and communicating the resolution of inquiries, complaints, and disputes from data subjects and others and periodically monitors compliance to meet the entity’s objectives related to privacy. Corrections and other necessary actions related to identified deficiencies are made or taken in a timely manner.",tgv_plus_etroit,Processus de plaintes décrit simplement et accessible publiquement = communication du processus de traitement des plaintes (P8.1).
